"","I","ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","Start","Stop","C","Event","Xi"
"1316",1061,120,1,0.688971256837249,1,0.984500209102407,5,1,0.993543691933155,1.76245579356328,4,0.00688784243538976,1,0,1,3,0.467856511240825,2,0.0887673271354288,1,0,0.97015296190132,5.856,7.212,0,0,1.21779848784043
"1317",1062,120,1,0.688971256837249,1,0.394628361565992,3,1,0.993543691933155,1.76245579356328,4,0.00688784243538976,1,0,1,5,0.14253506809473,2,0.932445971062407,1,1,1.13399540010736,7.212,8.781,0,0,1.1084287023298
"1318",1063,120,1,0.688971256837249,0,0.412925602169707,5,1,0.993543691933155,1.76245579356328,4,0.00688784243538976,1,0,1,2,0.361101437127218,2,0.554489061934873,2,0,1.32361980262354,8.781,11.351,0,0,1.23708827934954
"1319",1064,120,1,0.688971256837249,1,0.227135988650844,3,2,0.993543691933155,1.76245579356328,4,0.00688784243538976,1,0,1,1,0.57923789229244,2,0.906128092901781,2,0,1.6341825420058,11.351,14.072,0,0,1.05613746571865
"1320",1065,120,1,0.688971256837249,0,0.445644679944962,2,2,0.993543691933155,1.76245579356328,4,0.00688784243538976,1,0,1,3,0.472246137214825,2,0.370365916984156,2,0,1.96311644278889,14.072,18.095,0,1,1.01251088015095
"1321",1066,121,0,0.527613771380857,0,0.000984614482149482,1,1,0.860934996744618,1.7436991573777,4,0.677928921068087,0,1,0,5,0.0323860296048224,0,0.194687506416813,0,1,0.364173953188583,0,0.298,0,0,1.00528018285692
"1322",1067,121,0,0.527613771380857,0,0.525979324011132,5,1,0.860934996744618,1.7436991573777,4,0.677928921068087,0,1,1,3,0.623114821501076,0,0.131730512715876,0,0,0.606628825524403,0.298,0.807,0,0,1.22142272150857
"1323",1068,121,0,0.527613771380857,0,0.813568104524165,4,2,0.860934996744618,1.7436991573777,4,0.677928921068087,0,1,1,1,0.821185623761266,1,0.264864970231429,0,1,1.01946434246438,0.807,4.201,0,0,1.10201514812762
"1324",1069,121,0,0.527613771380857,0,0.673811907414347,3,2,0.860934996744618,1.7436991573777,4,0.677928921068087,0,1,1,2,0.16987326880917,1,0.293623071163893,1,1,3.77661802094729,4.201,7.288,0,0,1.04973528056906
"1325",1070,121,0,0.527613771380857,0,0.0846483141649514,5,2,0.860934996744618,1.7436991573777,4,0.677928921068087,0,1,1,3,0.215859488816932,1,0.350333386333659,1,1,6.28411340954168,7.288,11.003,0,0,1.16699218260564
"1326",1071,121,0,0.527613771380857,0,0.0774595180992037,2,2,0.860934996744618,1.7436991573777,4,0.677928921068087,0,1,1,2,0.0215192742180079,1,0.83061884297058,1,1,9.30183291034414,11.003,13.32,0,0,1.00451168969565
"1327",1072,121,0,0.527613771380857,1,0.106265769572929,4,2,0.860934996744618,1.7436991573777,4,0.677928921068087,0,1,1,5,0.833568234695122,1,0.471035922178999,1,1,11.1846654471933,13.32,18.651,0,0,1.0987942915061
"1328",1073,121,0,0.527613771380857,1,0.449350374517962,1,2,0.860934996744618,1.7436991573777,4,0.677928921068087,0,1,1,1,0.96322827367112,1,0.542084108339623,2,1,15.5144743813937,18.651,19.097,0,1,0.942501878996829
"1332",1074,122,1,0.337285270681605,0,0.605581143172458,3,1,0.458743122871965,1.59298154222779,4,0.220782627118751,0,1,0,3,0.431154802907258,1,0.141643562354147,0,0,0.591841362416744,0,0.463,0,0,1.11328715651376
"1333",1075,122,1,0.337285270681605,0,0.0313977056648582,2,1,0.458743122871965,1.59298154222779,4,0.220782627118751,0,1,0,3,0.634390141116455,1,0.759988131700084,1,1,0.716004995843797,0.463,1.084,0,0,1.06508954522482
"1334",1076,122,1,0.337285270681605,1,0.300686387810856,3,1,0.458743122871965,1.59298154222779,4,0.220782627118751,0,1,1,1,0.718297305051237,1,0.923095144331455,2,1,0.882579148167525,1.084,1.592,0,0,1.10557547231213
"1335",1077,122,1,0.337285270681605,1,0.345456189010292,1,1,0.458743122871965,1.59298154222779,4,0.220782627118751,0,1,1,4,0.983983861748129,1,0.547692146617919,2,0,1.01883090807438,1.592,2.373,0,0,0.999918294154817
"1336",1078,122,1,0.337285270681605,1,0.389187442371622,4,1,0.458743122871965,1.59298154222779,4,0.220782627118751,0,1,1,1,0.931876093382016,2,0.0815848314668983,2,0,1.22832516507568,2.373,3.938,0,0,1.16123138198731
"1337",1079,122,1,0.337285270681605,0,0.0555917194578797,4,1,0.458743122871965,1.59298154222779,4,0.220782627118751,0,1,1,1,0.708523925859481,2,0.10772796603851,2,0,1.64810990631362,3.938,5.406,0,0,1.17682123579137
"1338",1080,122,1,0.337285270681605,0,0.105576722882688,5,1,0.458743122871965,1.59298154222779,4,0.220782627118751,0,1,1,1,0.391639832407236,2,0.580699636600912,2,0,2.04171059143082,5.406,7.954,0,0,1.23653991177121
"1339",1081,122,1,0.337285270681605,0,0.784996068105102,4,1,0.458743122871965,1.59298154222779,4,0.220782627118751,0,1,1,2,0.889985263114795,2,0.931476443307474,2,0,2.72516087299367,7.954,9.106,0,0,1.16826867979786
"1340",1082,122,1,0.337285270681605,1,0.575312487082556,5,2,0.458743122871965,1.59298154222779,4,0.220782627118751,0,1,1,2,0.147640605224296,2,0.0851143423933536,2,1,3.03432131705125,9.106,23.341,0,0,1.15907204971084
"1341",1083,122,1,0.337285270681605,1,0.515711613697931,5,2,0.458743122871965,1.59298154222779,4,0.220782627118751,0,1,1,5,0.657589505193755,2,0.0661313517484814,2,1,6.85227362274015,23.341,24.309,0,0,1.15976307268304
"1342",1084,122,1,0.337285270681605,1,0.130183217348531,5,2,0.458743122871965,1.59298154222779,4,0.220782627118751,0,1,1,1,0.787605221616104,2,0.288567255949602,2,1,7.11205859275471,24.309,36.565,0,1,1.16424291864902
"1343",1085,123,1,0.651421982562169,1,0.753271747613326,4,2,0.291473760502413,1.75376288942061,2,0.825972796883434,1,0,0,5,0.762092541670427,1,0.54720574314706,0,0,0.34384080558084,0,0.146,0,0,1.10404587711522
"1344",1086,123,1,0.651421982562169,0,0.680687952321023,5,2,0.291473760502413,1.75376288942061,2,0.825972796883434,1,0,0,3,0.66919845319353,1,0.321552437730134,0,1,0.433283632576321,0.146,0.592,0,0,1.17316748190571
"1345",1087,123,1,0.651421982562169,0,0.88886667881161,2,2,0.291473760502413,1.75376288942061,2,0.825972796883434,1,0,0,4,0.846107687102631,1,0.0370587825309485,0,1,0.706012354734151,0.592,1.477,0,0,1.0076547016113
"1346",1088,123,1,0.651421982562169,0,0.76633079093881,3,2,0.291473760502413,1.75376288942061,2,0.825972796883434,1,0,0,5,0.206044784514233,1,0.143806887790561,0,0,1.24701659963517,1.477,4.135,0,0,1.06061710358069
"1347",1089,123,1,0.651421982562169,0,0.345973935443908,3,2,0.291473760502413,1.75376288942061,2,0.825972796883434,1,0,0,3,0.051642102189362,1,0.801161139039323,1,0,2.87311923538276,4.135,10.154,0,0,1.06508486397592
"1348",1090,123,1,0.651421982562169,0,0.7146000941284,4,2,0.291473760502413,1.75376288942061,2,0.825972796883434,1,0,0,4,0.293221189407632,1,0.730971853947267,1,1,6.55393499640143,10.154,10.872,0,0,1.11557304978695
"1349",1091,123,1,0.651421982562169,0,0.937398771522567,3,2,0.291473760502413,1.75376288942061,2,0.825972796883434,1,0,0,2,0.0560493033844978,1,0.616177841788158,1,1,6.99337855898456,10.872,14.765,0,0,1.05880427834372
"1350",1092,123,1,0.651421982562169,1,0.05093441484496,4,2,0.291473760502413,1.75376288942061,2,0.825972796883434,1,0,0,4,0.745896205073223,1,0.115027889143676,1,0,9.37452969055673,14.765,19.436,0,0,1.11182729740429
"1351",1093,123,1,0.651421982562169,0,0.634563235333189,4,2,0.291473760502413,1.75376288942061,2,0.825972796883434,1,0,0,5,0.904821685049683,1,0.234526505693793,2,0,12.2312714232552,19.436,20.591,0,0,1.11646627682131
"1352",1094,123,1,0.651421982562169,0,0.75769082037732,3,2,0.291473760502413,1.75376288942061,2,0.825972796883434,1,0,0,5,0.477183545939624,1,0.902804364915937,2,0,12.9379167901503,20.591,29.373,0,1,1.06070874454502
"1354",1095,124,1,0.143738413928077,0,0.0763101140037179,2,2,0.847338294843212,1.98974117031321,1,0.320702388649806,0,1,0,2,0.976786887040362,1,0.654673594050109,0,1,0.445094250375405,0,0.14,0,0,1.01073145640531
"1355",1096,124,1,0.143738413928077,0,0.418104646727443,3,2,0.847338294843212,1.98974117031321,1,0.320702388649806,0,1,0,2,0.959620769135654,1,0.0734042164403945,0,0,0.55322216708339,0.14,1.516,0,0,1.05892721854597
"1356",1097,124,1,0.143738413928077,0,0.924569653114304,2,2,0.847338294843212,1.98974117031321,1,0.320702388649806,0,1,1,3,0.801714751170948,1,0.231317469617352,0,0,1.6131155196867,1.516,2.171,0,0,1.00219409111101
"1357",1098,124,1,0.143738413928077,0,0.730657478561625,5,2,0.847338294843212,1.98974117031321,1,0.320702388649806,0,1,1,1,0.709991007111967,2,0.716165259014815,0,1,2.11805503397727,2.171,5.569,0,0,1.16664348467779
"1358",1099,124,1,0.143738413928077,0,0.729112635133788,3,2,0.847338294843212,1.98974117031321,1,0.320702388649806,0,1,1,5,0.561898891115561,2,0.900528087979183,0,1,4.73646781877824,5.569,6.36,0,0,1.05563898628786
"1359",1100,124,1,0.143738413928077,1,0.331430819816887,4,2,0.847338294843212,1.98974117031321,1,0.320702388649806,0,1,1,1,0.809912867844105,2,0.836124002933502,0,0,5.34608324293565,6.36,12.176,0,0,1.10309854164531
"1360",1101,124,1,0.143738413928077,1,0.734943627845496,5,2,0.847338294843212,1.98974117031321,1,0.320702388649806,0,1,1,3,0.918745003640652,2,0.279161320766434,0,1,9.8285934849237,12.176,13.555,0,0,1.1549856825783
"1361",1102,124,1,0.143738413928077,1,0.0498370137065649,1,2,0.847338294843212,1.98974117031321,1,0.320702388649806,0,1,1,3,0.676572073018178,2,0.108837148873135,0,0,10.8908186378611,13.555,14.734,0,0,0.952123061752922
"1362",1103,124,1,0.143738413928077,1,0.646385903004557,4,2,0.847338294843212,1.98974117031321,1,0.320702388649806,0,1,1,2,0.979147270554677,2,0.410544322803617,1,1,11.7999253651734,14.734,16.213,0,0,1.09962974216342
"1363",1104,124,1,0.143738413928077,0,0.407083524623886,5,2,0.847338294843212,1.98974117031321,1,0.320702388649806,0,1,1,4,0.263911575311795,2,0.08993582543917,2,1,12.9390212160672,16.213,18.368,0,1,1.17042455310685
"1365",1105,125,0,0.395802905084565,0,0.875138618983328,5,0,0.216095549287274,1.07649538549595,1,0.776962682139128,1,2,0,1,0.928689548047259,1,0.30634265136905,0,0,0.406332530779764,0,0.283,0,0,1.27788535180824
"1366",1106,125,0,0.395802905084565,0,0.402196210809052,5,0,0.216095549287274,1.07649538549595,1,0.776962682139128,1,2,1,5,0.911292366916314,1,0.823164366651326,0,0,0.660971971428501,0.283,1.034,0,0,1.2839433276414
"1367",1107,125,0,0.395802905084565,1,0.581680738599971,2,0,0.216095549287274,1.07649538549595,1,0.776962682139128,1,2,1,3,0.475406186189502,1,0.277176337316632,0,1,1.33612947216822,1.034,2.962,0,0,1.09214234529836
"1368",1108,125,0,0.395802905084565,1,0.568079175427556,5,0,0.216095549287274,1.07649538549595,1,0.776962682139128,1,2,1,5,0.300322658149526,1,0.526527639944106,0,0,3.07094510587309,2.962,4.123,0,0,1.26906097509299
"1369",1109,125,0,0.395802905084565,1,0.884762021480128,1,1,0.216095549287274,1.07649538549595,1,0.776962682139128,1,2,1,2,0.807540005771443,2,0.998840354382992,0,0,4.11529034452574,4.123,5.022,0,0,0.985220710670221
"1370",1110,125,0,0.395802905084565,0,0.949900302104652,3,1,0.216095549287274,1.07649538549595,1,0.776962682139128,1,2,1,2,0.386613070731983,2,0.679356905631721,0,1,4.92436148827157,5.022,5.692,0,1,1.09906412918951
"1376",1111,126,0,0.780678428709507,1,0.208179559092969,3,2,0.186628880677745,1.64493904286064,5,0.857747433707118,1,0,0,4,0.124574291054159,1,0.264489579480141,0,1,0.137917569139972,0,0.463,0,0,1.04678649325009
"1377",1112,126,0,0.780678428709507,1,0.893531099893153,2,2,0.186628880677745,1.64493904286064,5,0.857747433707118,1,0,0,2,0.535494976909831,1,0.640352810965851,0,0,0.183825302367998,0.463,0.976,0,0,0.98893316627878
"1378",1113,126,0,0.780678428709507,1,0.677201595390216,2,2,0.186628880677745,1.64493904286064,5,0.857747433707118,1,0,1,3,0.165122172562405,1,0.3012506486848,0,0,0.234777001074543,0.976,1.909,0,0,0.991074836193991
"1379",1114,126,0,0.780678428709507,1,0.603340637404472,3,2,0.186628880677745,1.64493904286064,5,0.857747433707118,1,0,1,4,0.820564416935667,1,0.539190171984956,0,0,0.327407083105337,1.909,4.382,0,0,1.04265816260576
"1380",1115,126,0,0.780678428709507,1,0.399378404254094,3,2,0.186628880677745,1.64493904286064,5,0.857747433707118,1,0,1,5,0.880344187607989,2,0.796918267151341,0,1,0.572857878800486,4.382,5.379,0,0,1.04478696171344
"1381",1116,126,0,0.780678428709507,0,0.256759777665138,2,2,0.186628880677745,1.64493904286064,5,0.857747433707118,1,0,1,1,0.31469906354323,2,0.775930769508705,1,0,0.671763132873767,5.379,6.827,0,0,1.00525293504799
"1382",1117,126,0,0.780678428709507,1,0.0259672082029283,5,2,0.186628880677745,1.64493904286064,5,0.857747433707118,1,0,1,1,0.650562721537426,2,0.78804952907376,1,0,0.815471888373747,6.827,10.68,0,0,1.1589878860185
"1383",1118,126,0,0.780678428709507,0,0.230734649812803,2,2,0.186628880677745,1.64493904286064,5,0.857747433707118,1,0,1,1,0.796942909946665,2,0.459964131005108,1,1,1.197943583791,10.68,16.85,0,1,1.00551458745578
"1387",1119,127,0,0.959457733668387,1,0.859702961519361,3,0,0.0703387500252575,1.28899707808159,3,0.928091639885679,1,0,0,1,0.146928299684078,1,0.286845126422122,0,1,0.0383040856104344,0,0.611,0,0,1.15142182437429
"1388",1120,127,0,0.959457733668387,0,0.605985740432516,2,0,0.0703387500252575,1.28899707808159,3,0.928091639885679,1,0,0,1,0.689756831154227,1,0.290567519143224,1,1,0.637665410872639,0.611,1.342,0,0,1.10908430002847
"1389",1121,127,0,0.959457733668387,0,0.996858791913837,5,0,0.0703387500252575,1.28899707808159,3,0.928091639885679,1,0,0,4,0.495810844469815,1,0.525609123287722,2,0,1.35377126508714,1.342,1.894,0,0,1.28354526738982
"1390",1122,127,0,0.959457733668387,1,0.674140927381814,3,0,0.0703387500252575,1.28899707808159,3,0.928091639885679,1,0,0,2,0.912231977563351,1,0.51151483412832,2,0,1.89488054682625,1.894,2.315,0,0,1.15356040972068
"1391",1123,127,0,0.959457733668387,0,0.599481360521168,3,0,0.0703387500252575,1.28899707808159,3,0.928091639885679,1,0,0,3,0.515141771407798,1,0.774744786322117,2,0,2.3074593713583,2.315,4.28,0,0,1.16602410823573
"1392",1124,127,0,0.959457733668387,0,0.542651499854401,4,0,0.0703387500252575,1.28899707808159,3,0.928091639885679,1,0,0,4,0.393587641650811,1,0.413793003419414,2,1,4.23366145075277,4.28,7.331,0,0,1.22650426531047
"1393",1125,127,0,0.959457733668387,0,0.956716335844249,4,0,0.0703387500252575,1.28899707808159,3,0.928091639885679,1,0,1,3,0.230291853891686,1,0.567131359130144,2,1,7.22545888674577,7.331,8.858,0,0,1.22143624212777
"1394",1126,127,0,0.959457733668387,0,0.637597575550899,4,0,0.0703387500252575,1.28899707808159,3,0.928091639885679,1,0,1,1,0.871220100438222,1,0.70547964819707,2,0,8.72195897824513,8.858,20.047,0,1,1.2253403002993
"1398",1127,128,0,0.772935461485758,0,0.341153555782512,1,0,0.189640636555851,1.58052996825427,1,0.278920307056978,1,0,0,4,0.834019966656342,1,0.9971132283099,0,1,0.266343526542187,0,0.191,0,0,1.05582010858839
"1399",1128,128,0,0.772935461485758,0,0.999312898376957,1,0,0.189640636555851,1.58052996825427,1,0.278920307056978,1,0,0,3,0.453210023231804,1,0.847545168595389,0,0,0.406076904983833,0.191,1.308,0,0,1.0488939474928
"1400",1129,128,0,0.772935461485758,0,0.903315149946138,3,0,0.189640636555851,1.58052996825427,1,0.278920307056978,1,0,0,4,0.894860386149958,1,0.326254130573943,0,0,1.22533822820759,1.308,2.564,0,0,1.16032043392623
"1401",1130,128,0,0.772935461485758,1,0.697922920808196,3,1,0.189640636555851,1.58052996825427,1,0.278920307056978,1,0,1,2,0.60705891973339,1,0.104099311865866,1,1,2.14564964332563,2.564,4.176,0,0,1.09499535955128
"1402",1131,128,0,0.772935461485758,1,0.362335942452773,3,1,0.189640636555851,1.58052996825427,1,0.278920307056978,1,0,1,3,0.30226192320697,1,0.942279912997037,1,1,3.32769807246624,4.176,5.271,0,0,1.0986761941379
"1403",1132,128,0,0.772935461485758,1,0.373991944827139,5,1,0.189640636555851,1.58052996825427,1,0.278920307056978,1,0,1,5,0.0921322787180543,1,0.873662100406364,2,1,4.13005109156158,5.271,5.745,0,0,1.21408345629901
"1404",1133,128,0,0.772935461485758,0,0.175068672280759,2,1,0.189640636555851,1.58052996825427,1,0.278920307056978,1,0,1,1,0.0216027873102576,1,0.439642112702131,2,0,4.47770135886835,5.745,9.577,0,1,1.05757512318929
"1409",1134,129,1,0.292709823930636,0,0.944227509666234,2,2,0.93347716727294,1.67019884637557,4,0.683590368600562,0,2,0,1,0.505022671772167,1,0.899057243252173,0,0,0.329567610286176,0,0.134,0,0,1.00349090219824
"1410",1135,129,1,0.292709823930636,1,0.881421360885724,1,2,0.93347716727294,1.67019884637557,4,0.683590368600562,0,2,0,5,0.761560299200937,1,0.492389006540179,1,1,0.457048772373806,0.134,0.741,0,0,0.945645878751027
"1411",1136,129,1,0.292709823930636,1,0.260416904930025,5,2,0.93347716727294,1.67019884637557,4,0.683590368600562,0,2,1,3,0.055599250132218,1,0.976810971740633,1,0,1.03547110281231,0.741,1.246,0,0,1.16220949350566
"1412",1137,129,1,0.292709823930636,1,0.484047028236091,4,2,0.93347716727294,1.67019884637557,4,0.683590368600562,0,2,1,2,0.518239575903863,1,0.43615474156104,1,0,1.51680805327292,1.246,2.493,0,0,1.10305833665983
"1413",1138,129,1,0.292709823930636,0,0.015722303185612,4,2,0.93347716727294,1.67019884637557,4,0.683590368600562,0,2,1,1,0.803276222664863,1,0.483028864488006,2,0,2.70576194449622,2.493,4.714,0,0,1.11937430752642
"1414",1139,129,1,0.292709823930636,0,0.560571421170607,4,2,0.93347716727294,1.67019884637557,4,0.683590368600562,0,2,1,5,0.158331476850435,1,0.435043992009014,2,0,4.82255883406994,4.714,6.309,0,0,1.11329199125485
"1415",1140,129,1,0.292709823930636,1,0.156095643294975,3,2,0.93347716727294,1.67019884637557,4,0.683590368600562,0,2,1,5,0.324191935127601,2,0.440667799208313,2,0,6.34255030662518,6.309,7.791,0,0,1.05270826323394
"1416",1141,129,1,0.292709823930636,0,0.229502884903923,2,2,0.93347716727294,1.67019884637557,4,0.683590368600562,0,2,1,4,0.753449362935498,2,0.784411303931847,2,1,7.75549031574648,7.791,12.848,0,0,1.01068879068337
"1417",1142,129,1,0.292709823930636,1,0.222877158550546,1,2,0.93347716727294,1.67019884637557,4,0.683590368600562,0,2,1,3,0.901192273478955,2,0.802960079163313,2,0,12.5755581716472,12.848,13.714,0,0,0.951893925354047
"1418",1143,129,1,0.292709823930636,1,0.610677234595641,2,2,0.93347716727294,1.67019884637557,4,0.683590368600562,0,2,1,1,0.856215839739889,2,0.167099161306396,2,0,13.4004300210339,13.714,31.157,0,1,0.996825375703394
"1420",1144,130,0,0.849522987147793,1,0.631731634959579,2,0,0.3305221372284,1.92286178725772,1,0.866982477717102,1,1,0,4,0.666207259055227,1,0.867137210210785,0,0,0.86313977651298,0,0.201,0,0,1.09655989756035
"1421",1145,130,0,0.849522987147793,0,0.955206697806716,3,0,0.3305221372284,1.92286178725772,1,0.866982477717102,1,1,0,4,0.183395476546139,1,0.582182848127559,0,1,0.940991482230161,0.201,1.781,0,0,1.1606070217894
"1422",1146,130,0,0.849522987147793,1,0.91423153062351,1,1,0.3305221372284,1.92286178725772,1,0.866982477717102,1,1,0,2,0.311595942126587,1,0.0384390705730766,1,0,1.55243207643885,1.781,3.094,0,0,0.989409394153979
"1423",1147,130,0,0.849522987147793,0,0.113760562380776,5,1,0.3305221372284,1.92286178725772,1,0.866982477717102,1,1,0,5,0.583524342859164,1,0.0654644093010575,1,1,2.06041265366783,3.094,3.724,0,0,1.23042252203638
"1424",1148,130,0,0.849522987147793,0,0.727400243049487,4,1,0.3305221372284,1.92286178725772,1,0.866982477717102,1,1,0,1,0.614060323219746,1,0.927609478821978,1,1,2.30439871953907,3.724,5.176,0,0,1.16325397331791
"1425",1149,130,0,0.849522987147793,1,0.856832014396787,3,1,0.3305221372284,1.92286178725772,1,0.866982477717102,1,1,0,1,0.0524372172076255,1,0.346553569659591,1,1,2.86630220429778,5.176,7.345,0,0,1.09409431313123
"1426",1150,130,0,0.849522987147793,0,0.857741691172123,4,1,0.3305221372284,1.92286178725772,1,0.866982477717102,1,1,0,2,0.240593349328265,1,0.0147516229189932,1,1,3.70561124364743,7.345,8.357,0,0,1.16173875893444
"1427",1151,130,0,0.849522987147793,0,0.708958957577124,5,1,0.3305221372284,1.92286178725772,1,0.866982477717102,1,1,0,3,0.638051031390205,2,0.277073974953964,1,1,4.09703656030562,8.357,15.11,0,0,1.22312081829873
"1428",1152,130,0,0.849522987147793,1,0.583054261514917,4,1,0.3305221372284,1.92286178725772,1,0.866982477717102,1,1,0,1,0.109381842659786,2,0.505146362818778,1,0,6.71033979206232,15.11,15.182,1,0,1.1533430062131
"1431",1153,131,0,0.0647543661762029,0,0.769316693302244,5,2,0.392932850634679,1.1083778438624,5,0.506887160008773,1,2,0,2,0.904959947569296,0,0.256743472069502,0,1,0.390880978433415,0,0.259,0,0,1.15367716593902
"1432",1154,131,0,0.0647543661762029,0,0.314637561095878,5,2,0.392932850634679,1.1083778438624,5,0.506887160008773,1,2,0,4,0.694242168683559,0,0.952479919884354,0,1,0.551615841202564,0.259,4.638,0,0,1.1589346385235
"1433",1155,131,0,0.0647543661762029,0,0.827849760185927,1,2,0.392932850634679,1.1083778438624,5,0.506887160008773,1,2,0,5,0.157254191115499,0,0.222509491024539,1,0,3.26654960176135,4.638,8.007,0,0,0.943998261999933
"1434",1156,131,0,0.0647543661762029,0,0.607978321379051,4,2,0.392932850634679,1.1083778438624,5,0.506887160008773,1,2,0,3,0.332783309975639,0,0.0312796016223729,2,1,5.35550446199314,8.007,8.636,0,0,1.09918364178558
"1435",1157,131,0,0.0647543661762029,0,0.753228457644582,5,2,0.392932850634679,1.1083778438624,5,0.506887160008773,1,2,0,4,0.792795729124919,0,0.422368338564411,2,0,5.74529018805871,8.636,9.131,0,0,1.1538627871714
"1436",1158,131,0,0.0647543661762029,0,0.230972875608131,5,2,0.392932850634679,1.1083778438624,5,0.506887160008773,1,2,0,5,0.368368478724733,0,0.734962821938097,2,0,6.05246034208418,9.131,11.229,0,0,1.15990466327132
"1437",1159,131,0,0.0647543661762029,0,0.174843039829284,2,2,0.392932850634679,1.1083778438624,5,0.506887160008773,1,2,0,4,0.309192407177761,0,0.332986678928137,2,1,7.35291744124286,11.229,12.681,0,0,0.998899719016964
"1438",1160,131,0,0.0647543661762029,0,0.549619513330981,3,2,0.392932850634679,1.1083778438624,5,0.506887160008773,1,2,1,1,0.919686589157209,1,0.870360736502334,2,1,8.25327030817729,12.681,16.064,0,0,1.04618618666699
"1439",1161,131,0,0.0647543661762029,0,0.103597393725067,1,2,0.392932850634679,1.1083778438624,5,0.506887160008773,1,2,1,3,0.218820594018325,1,0.798773148329929,2,0,10.3510247991993,16.064,17.572,0,1,0.950860009943846
"1442",1162,132,0,0.520866123493761,1,0.395834151888266,3,2,0.328553098021075,1.45127031393349,4,0.1577740884386,0,1,0,5,0.751984744332731,1,0.502661135978997,0,1,0.534704981604591,0,0.134,0,0,1.04211293431264
"1443",1163,132,0,0.520866123493761,0,0.447298499057069,1,2,0.328553098021075,1.45127031393349,4,0.1577740884386,0,1,1,4,0.832255289889872,1,0.702409890247509,1,0,0.657502452347886,0.134,0.679,0,0,0.951929478866372
"1444",1164,132,0,0.520866123493761,0,0.186504988232628,4,2,0.328553098021075,1.45127031393349,4,0.1577740884386,0,1,1,2,0.512277231086046,1,0.50592886749655,1,1,1.15582652207755,0.679,2.075,0,0,1.10887236475504
"1445",1165,132,0,0.520866123493761,1,0.797421270282939,4,2,0.328553098021075,1.45127031393349,4,0.1577740884386,0,1,1,4,0.268038498237729,1,0.814459786983207,1,0,2.43337801446099,2.075,2.606,0,0,1.09115246882704
"1446",1166,132,0,0.520866123493761,0,0.0988500795792788,2,2,0.328553098021075,1.45127031393349,4,0.1577740884386,0,1,1,4,0.296632023528218,1,0.757032333407551,2,0,2.91983395469158,2.606,4.235,0,0,1.00422907785611
"1447",1167,132,0,0.520866123493761,0,0.20003456575796,2,2,0.328553098021075,1.45127031393349,4,0.1577740884386,0,1,1,3,0.656987991882488,1,0.394415588816628,2,1,4.41041190890093,4.235,6.282,0,0,1.00321346773022
"1448",1168,132,0,0.520866123493761,1,0.613193255616352,4,2,0.328553098021075,1.45127031393349,4,0.1577740884386,0,1,1,2,0.79951148154214,1,0.356016588630155,2,0,6.28434160944096,6.282,8.506,0,0,1.09316453017861
"1449",1169,132,0,0.520866123493761,1,0.0687880592886358,4,2,0.328553098021075,1.45127031393349,4,0.1577740884386,0,1,1,3,0.289054054301232,1,0.0637733105104417,2,1,8.3200652473588,8.506,14.152,0,0,1.0991320035644
"1450",1170,132,0,0.520866123493761,1,0.782798014348373,3,2,0.328553098021075,1.45127031393349,4,0.1577740884386,0,1,1,5,0.74060093332082,1,0.439238053746521,2,0,13.4865412061125,14.152,17.05,0,0,1.03808812614971
"1451",1171,132,0,0.520866123493761,1,0.30845235241577,1,2,0.328553098021075,1.45127031393349,4,0.1577740884386,0,1,1,4,0.875880201580003,2,0.956916301976889,2,0,16.1390933119981,17.05,24.273,0,0,0.943767097252255
"1452",1172,132,0,0.520866123493761,1,0.751026379643008,1,2,0.328553098021075,1.45127031393349,4,0.1577740884386,0,1,1,3,0.173658967018127,2,0.8561019920744,2,1,22.7501867119581,24.273,35.83,0,1,0.939599458448435
"1453",1173,133,1,0.8444395926781,1,0.929165607318282,1,2,0.0395669650752097,1.52192441886291,4,0.300169876543805,0,2,0,4,0.139184926170856,1,0.078962467610836,0,1,0.659435959998518,0,0.701,0,0,0.950423827042751
"1454",1174,133,1,0.8444395926781,1,0.273790492443368,1,2,0.0395669650752097,1.52192441886291,4,0.300169876543805,0,2,0,4,0.520468870643526,1,0.441788984695449,0,1,1.03820129081184,0.701,2.727,0,0,0.956673124091767
"1455",1175,133,1,0.8444395926781,0,0.988286972278729,1,2,0.0395669650752097,1.52192441886291,4,0.300169876543805,0,2,0,4,0.423939992673695,1,0.661022123415023,1,1,2.13307952790341,2.727,3.868,0,0,0.959408362280213
"1456",1176,133,1,0.8444395926781,1,0.783867389429361,1,2,0.0395669650752097,1.52192441886291,4,0.300169876543805,0,2,1,2,0.79513504030183,2,0.306280118878931,1,0,2.74943141021888,3.868,6.026,0,0,0.951805779658971
"1457",1177,133,1,0.8444395926781,1,0.513859862927347,4,2,0.0395669650752097,1.52192441886291,4,0.300169876543805,0,2,1,1,0.276757501298562,2,0.325634223176166,1,1,3.91590204851944,6.026,6.731,0,0,1.10883043458711
"1458",1178,133,1,0.8444395926781,0,0.211552425520495,2,2,0.0395669650752097,1.52192441886291,4,0.300169876543805,0,2,1,1,0.627522555645555,2,0.833910657791421,1,1,4.29693611140068,6.731,7.99,0,0,1.01646291630192
